source_email,relationship_type,target_email
example101147@hmc.edu,like,example100182@hmc.edu
example101147@hmc.edu,like,example101239@students.pitzer.edu
example101147@hmc.edu,friend,example101239@students.pitzer.edu
example101147@hmc.edu,like,example100136@students.pitzer.edu
example100136@students.pitzer.edu,like,example101147@hmc.edu
example101147@hmc.edu,friend,example100594@students.pitzer.edu
example101147@hmc.edu,friend,example101420@students.pitzer.edu
example101147@hmc.edu,like,example100328@students.pitzer.edu
example101147@hmc.edu,like,example101104@scrippscollege.edu
example101149@hmc.edu,like,example101163@students.claremontmckenna.edu
example101163@students.claremontmckenna.edu,like,example101149@hmc.edu
example101149@hmc.edu,friend,example101163@students.claremontmckenna.edu
example101149@hmc.edu,friend,example101285@hmc.edu
example101149@hmc.edu,like,example100402@students.pitzer.edu
example101149@hmc.edu,friend,example100402@students.pitzer.edu
example101149@hmc.edu,like,example100009@students.pitzer.edu
example101149@hmc.edu,like,example100026@students.pitzer.edu
example101149@hmc.edu,friend,example100026@students.pitzer.edu
example101149@hmc.edu,friend,example101436@students.pitzer.edu
example101149@hmc.edu,like,example100477@scrippscollege.edu
example101149@hmc.edu,friend,example100108@scrippscollege.edu
example101149@hmc.edu,like,example100799@scrippscollege.edu
example101150@students.pitzer.edu,friend,example100279@students.pitzer.edu
example101150@students.pitzer.edu,like,example100233@students.claremontmckenna.edu
example101150@students.pitzer.edu,like,example101660@mymail.pomona.edu
example101150@students.pitzer.edu,like,example101184@hmc.edu
example101150@students.pitzer.edu,friend,example101184@hmc.edu
example101150@students.pitzer.edu,like,example101781@mymail.pomona.edu
example101152@mymail.pomona.edu,like,example100175@students.pitzer.edu
example101152@mymail.pomona.edu,friend,example100175@students.pitzer.edu
example101152@mymail.pomona.edu,like,example100538@mymail.pomona.edu
example101152@mymail.pomona.edu,like,example101172@scrippscollege.edu
example101152@mymail.pomona.edu,friend,example101172@scrippscollege.edu
example101152@mymail.pomona.edu,like,example101640@hmc.edu
example101152@mymail.pomona.edu,friend,example100846@scrippscollege.edu
example101152@mymail.pomona.edu,like,example100392@students.claremontmckenna.edu
example101152@mymail.pomona.edu,like,example100204@hmc.edu
example101152@mymail.pomona.edu,friend,example101746@mymail.pomona.edu
example101152@mymail.pomona.edu,friend,example101290@students.claremontmckenna.edu
example101152@mymail.pomona.edu,like,example101611@students.pitzer.edu
example101152@mymail.pomona.edu,friend,example101611@students.pitzer.edu
example101153@students.claremontmckenna.edu,like,example101940@scrippscollege.edu
example101153@students.claremontmckenna.edu,like,example101797@scrippscollege.edu
example101153@students.claremontmckenna.edu,friend,example101797@scrippscollege.edu
example101153@students.claremontmckenna.edu,like,example100092@scrippscollege.edu
example101153@students.claremontmckenna.edu,like,example101390@students.pitzer.edu
example101153@students.claremontmckenna.edu,like,example101084@mymail.pomona.edu
example101153@students.claremontmckenna.edu,friend,example101084@mymail.pomona.edu
example101153@students.claremontmckenna.edu,like,example101169@mymail.pomona.edu
example101153@students.claremontmckenna.edu,friend,example101169@mymail.pomona.edu
example101154@students.claremontmckenna.edu,like,example101474@students.pitzer.edu
example101154@students.claremontmckenna.edu,like,example101623@hmc.edu
example101154@students.claremontmckenna.edu,like,example100514@hmc.edu
example101154@students.claremontmckenna.edu,like,example100605@students.pitzer.edu
example101154@students.claremontmckenna.edu,friend,example100845@mymail.pomona.edu
example101155@students.claremontmckenna.edu,like,example100780@mymail.pomona.edu
example101155@students.claremontmckenna.edu,friend,example101807@hmc.edu
example101155@students.claremontmckenna.edu,like,example100973@students.pitzer.edu
example101155@students.claremontmckenna.edu,friend,example100973@students.pitzer.edu
example101155@students.claremontmckenna.edu,like,example101445@students.pitzer.edu
example101155@students.claremontmckenna.edu,friend,example101445@students.pitzer.edu
example101156@mymail.pomona.edu,friend,example100132@students.claremontmckenna.edu
example101156@mymail.pomona.edu,like,example100467@mymail.pomona.edu
example100467@mymail.pomona.edu,like,example101156@mymail.pomona.edu
example101156@mymail.pomona.edu,friend,example100590@mymail.pomona.edu
example101156@mymail.pomona.edu,like,example101478@hmc.edu
example101478@hmc.edu,like,example101156@mymail.pomona.edu
example101156@mymail.pomona.edu,like,example101923@students.claremontmckenna.edu
example101156@mymail.pomona.edu,friend,example101974@students.claremontmckenna.edu
example101156@mymail.pomona.edu,like,example101020@students.claremontmckenna.edu
example101156@mymail.pomona.edu,friend,example101647@hmc.edu
example101156@mymail.pomona.edu,like,example101748@mymail.pomona.edu
example101156@mymail.pomona.edu,like,example100055@scrippscollege.edu
example101156@mymail.pomona.edu,like,example100655@students.claremontmckenna.edu
example101156@mymail.pomona.edu,friend,example100655@students.claremontmckenna.edu
example101156@mymail.pomona.edu,like,example100632@mymail.pomona.edu
example101156@mymail.pomona.edu,like,example100483@scrippscollege.edu
example101156@mymail.pomona.edu,friend,example101794@scrippscollege.edu
example101157@hmc.edu,like,example100143@scrippscollege.edu
example101157@hmc.edu,like,example101250@scrippscollege.edu
example101157@hmc.edu,friend,example100303@students.claremontmckenna.edu
example101157@hmc.edu,friend,example101129@students.claremontmckenna.edu
example101157@hmc.edu,like,example100592@scrippscollege.edu
example101157@hmc.edu,friend,example100994@students.pitzer.edu
example101157@hmc.edu,friend,example100510@mymail.pomona.edu
example101157@hmc.edu,like,example101321@mymail.pomona.edu
example101157@hmc.edu,friend,example101847@students.claremontmckenna.edu
example101158@students.claremontmckenna.edu,like,example100411@students.claremontmckenna.edu
example101158@students.claremontmckenna.edu,like,example100684@hmc.edu
example101159@scrippscollege.edu,like,example101596@students.claremontmckenna.edu
example101159@scrippscollege.edu,like,example100608@hmc.edu
example101159@scrippscollege.edu,like,example101843@students.claremontmckenna.edu
example101159@scrippscollege.edu,like,example101041@hmc.edu
example101159@scrippscollege.edu,friend,example100508@scrippscollege.edu
example100508@scrippscollege.edu,friend,example101159@scrippscollege.edu
example101160@hmc.edu,like,example101020@students.claremontmckenna.edu
example101160@hmc.edu,like,example101029@students.claremontmckenna.edu
example101160@hmc.edu,friend,example101029@students.claremontmckenna.edu
example101160@hmc.edu,like,example101443@scrippscollege.edu
example101160@hmc.edu,like,example100596@students.claremontmckenna.edu
example101160@hmc.edu,friend,example100596@students.claremontmckenna.edu
example101160@hmc.edu,friend,example101091@scrippscollege.edu
example101160@hmc.edu,friend,example100831@students.pitzer.edu
example101160@hmc.edu,friend,example100700@students.pitzer.edu
example101160@hmc.edu,like,example100159@mymail.pomona.edu
example101161@students.claremontmckenna.edu,friend,example101856@students.claremontmckenna.edu
example101161@students.claremontmckenna.edu,friend,example101324@mymail.pomona.edu
example101324@mymail.pomona.edu,friend,example101161@students.claremontmckenna.edu
example101161@students.claremontmckenna.edu,friend,example101756@students.pitzer.edu
example101161@students.claremontmckenna.edu,like,example100060@students.claremontmckenna.edu
example101161@students.claremontmckenna.edu,friend,example100060@students.claremontmckenna.edu
example101161@students.claremontmckenna.edu,friend,example100134@mymail.pomona.edu
example101162@students.claremontmckenna.edu,like,example101012@students.claremontmckenna.edu
example101162@students.claremontmckenna.edu,friend,example100601@hmc.edu
example101162@students.claremontmckenna.edu,friend,example101196@mymail.pomona.edu
example101162@students.claremontmckenna.edu,like,example100236@hmc.edu
example101162@students.claremontmckenna.edu,like,example100962@students.claremontmckenna.edu
example101162@students.claremontmckenna.edu,friend,example100962@students.claremontmckenna.edu
example101162@students.claremontmckenna.edu,friend,example100593@students.claremontmckenna.edu
example101163@students.claremontmckenna.edu,friend,example101230@students.pitzer.edu
example101230@students.pitzer.edu,friend,example101163@students.claremontmckenna.edu
example101163@students.claremontmckenna.edu,friend,example100712@scrippscollege.edu
example101163@students.claremontmckenna.edu,friend,example100059@students.claremontmckenna.edu
example100059@students.claremontmckenna.edu,friend,example101163@students.claremontmckenna.edu
example101163@students.claremontmckenna.edu,like,example100163@hmc.edu
example101163@students.claremontmckenna.edu,friend,example101991@hmc.edu
example101163@students.claremontmckenna.edu,like,example101730@mymail.pomona.edu
example101163@students.claremontmckenna.edu,like,example101995@mymail.pomona.edu
example101163@students.claremontmckenna.edu,friend,example101995@mymail.pomona.edu
example101995@mymail.pomona.edu,friend,example101163@students.claremontmckenna.edu
example101164@mymail.pomona.edu,friend,example100769@mymail.pomona.edu
example101164@mymail.pomona.edu,friend,example101044@students.pitzer.edu
example101164@mymail.pomona.edu,like,example100665@mymail.pomona.edu
example101164@mymail.pomona.edu,like,example101756@students.pitzer.edu
example101164@mymail.pomona.edu,like,example101754@students.pitzer.edu
example101164@mymail.pomona.edu,friend,example100190@scrippscollege.edu
example101165@hmc.edu,like,example101649@mymail.pomona.edu
example101165@hmc.edu,friend,example101649@mymail.pomona.edu
example101165@hmc.edu,friend,example100062@hmc.edu
example101165@hmc.edu,friend,example101414@scrippscollege.edu
example101165@hmc.edu,like,example100115@scrippscollege.edu
example101165@hmc.edu,friend,example100115@scrippscollege.edu
example101165@hmc.edu,like,example101257@students.pitzer.edu
example101165@hmc.edu,like,example100416@students.pitzer.edu
example101165@hmc.edu,friend,example100416@students.pitzer.edu
example101165@hmc.edu,friend,example100609@scrippscollege.edu
example101165@hmc.edu,friend,example100906@students.claremontmckenna.edu
example101165@hmc.edu,like,example100064@mymail.pomona.edu
example101166@hmc.edu,friend,example100794@mymail.pomona.edu
example101166@hmc.edu,like,example100052@students.pitzer.edu
example101166@hmc.edu,friend,example100478@scrippscollege.edu
example101166@hmc.edu,like,example100978@hmc.edu
example101166@hmc.edu,friend,example100978@hmc.edu
example101166@hmc.edu,friend,example100420@hmc.edu
example101166@hmc.edu,like,example100000@scrippscollege.edu
example101166@hmc.edu,friend,example100000@scrippscollege.edu
example101166@hmc.edu,friend,example101854@hmc.edu
example101166@hmc.edu,friend,example100304@students.claremontmckenna.edu
example101166@hmc.edu,like,example100141@students.claremontmckenna.edu
example101166@hmc.edu,friend,example100141@students.claremontmckenna.edu
example101167@scrippscollege.edu,like,example101021@students.pitzer.edu
example101167@scrippscollege.edu,friend,example101021@students.pitzer.edu
example101167@scrippscollege.edu,like,example100395@students.claremontmckenna.edu
